Config,FM ID,First Name,Second Name,Name,Permanent Club ID,Permanent Club Name,Based Club ID,Based Club Name,Loan Club ID,Loan Club Name,Date Of Birth,Nationality ID,Nationality Name,Second Nationality ID,Second Nationality Name,Third Nationality ID,Third Nationality Name,City Of Birth ID,City Of Birth Name,GK,DL,DC,DR,WBL,WBR,DM,MC,ML,MR,AML,AMC,AMR,SC,Current Ability,Potential Ability,Left Foot,Right Foot,NFE,Squad Number
"[{""a"":""Person"",""m"":""Person"",""k"":1428673,""r"":1428673},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5298461,""r"":1428673},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1184786,""r"":1428673},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1183811,""r"":1428673}]",2000347253,Mohamed,Sanai,Mohamed Sanai,107073,Avenir Sportif de Gabès,107073,Avenir Sportif de Gabès,,,,1248894,Tunisia,,,,,,,,,,,,,,12,,,9,20,9,12,72,100,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1431491,""r"":1431491},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5442575,""r"":1431491},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1186728,""r"":1431491},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1185753,""r"":1431491}]",2000350071,Hamza,Abdelkrim,Hamza Abdelkrim,107073,Avenir Sportif de Gabès,107073,Avenir Sportif de Gabès,,,2001-01-16,1248894,Tunisia,,,,,,,,,,,,,,,10,8,20,13,18,15,89,105,,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1442803,""r"":1442803},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5442577,""r"":1442803},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1195924,""r"":1442803},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1194949,""r"":1442803}]",2000361373,Wael,Ferjani,Wael Ferjani,107073,Avenir Sportif de Gabès,107073,Avenir Sportif de Gabès,,,1994-07-16,1248894,Tunisia,,,,,54531,Kerkennah,,,,,,,,,,,10,,10,20,87,95,8,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1464404,""r"":1464404},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5442573,""r"":1464404},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1213377,""r"":1464404},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1215568,""r"":1464404}]",2000382875,Mohamed Ali,Saidi,Mohamed Ali Saidi,107073,Avenir Sportif de Gabès,107073,Avenir Sportif de Gabès,,,,1248894,Tunisia,,,,,,,,,,,,,,16,,,18,20,,,82,100,5,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1464405,""r"":1464405},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5442590,""r"":1464405},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1213378,""r"":1464405},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1215569,""r"":1464405}]",2000382876,Firas,Ben Ammar,Firas Ben Ammar,107073,Avenir Sportif de Gabès,107073,Avenir Sportif de Gabès,,,1998-03-22,1248894,Tunisia,,,,,,,,,,20,,12,,,,,,,,,90,100,7,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1470305,""r"":1470305},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5516376,""r"":1470305},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1218822,""r"":1470305},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1221013,""r"":1470305}]",2000388755,Hedi,Trabelsi,Hedi Trabelsi,107073,Avenir Sportif de Gabès,107073,Avenir Sportif de Gabès,,,,1248894,Tunisia,,,,,53288,Gabès,,,8,,,,20,15,,,,5,,,71,-65,8,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1477938,""r"":1477938},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5516377,""r"":1477938},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1225857,""r"":1477938},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1228048,""r"":1477938}]",2000396328,Moataz,Bidani,Moataz Bidani,107073,Avenir Sportif de Gabès,107073,Avenir Sportif de Gabès,,,,1248894,Tunisia,,,,,53288,Gabès,,20,,,12,,,,,,,,,,73,-6,20,5,,
"[{""a"":""Person"",""m"":""Person"",""k"":1477939,""r"":1477939},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5516378,""r"":1477939},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1225858,""r"":1477939},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1228049,""r"":1477939}]",2000396329,Hassan,Touati,Hassan Touati,107073,Avenir Sportif de Gabès,107073,Avenir Sportif de Gabès,,,,1248894,Tunisia,,,,,54546,Métouia,,,,20,,,,,,,,,,,80,-6,,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1478702,""r"":1478702},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5520307,""r"":1478702},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1226547,""r"":1478702},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1228738,""r"":1478702}]",2000397091,Diolvy,Moukouba,Diolvy Moukouba,107073,Avenir Sportif de Gabès,107073,Avenir Sportif de Gabès,,,2004-11-11,1248718,Congo,,,,,,,,,,,,,,,12,5,18,,12,20,83,-65,10,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1500363,""r"":1500363},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5602018,""r"":1500363},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1247362,""r"":1500363},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1249553,""r"":1500363}]",2000418717,Amir,Haddaji,Amir Haddaji,107073,Avenir Sportif de Gabès,107073,Avenir Sportif de Gabès,,,,1248894,Tunisia,,,,,,,,,,,,,20,15,,,,,,,75,-55,,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1500366,""r"":1500366},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5602108,""r"":1500366},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1247365,""r"":1500366},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1249556,""r"":1500366}]",2000418720,Belgacem,Hashassi,Belgacem Hashassi,107073,Avenir Sportif de Gabès,107073,Avenir Sportif de Gabès,,,,1248894,Tunisia,,,,,,,,,,,,,,,,,,,,20,70,-55,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1500367,""r"":1500367},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5602106,""r"":1500367},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1247366,""r"":1500367},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1249557,""r"":1500367}]",2000418721,Oussama,Assadi,Oussama Assadi,107073,Avenir Sportif de Gabès,107073,Avenir Sportif de Gabès,,,,1248894,Tunisia,,,,,,,,,20,,,,,,,,,,,,70,-5,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1500368,""r"":1500368},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5602105,""r"":1500368},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1247367,""r"":1500368},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1249558,""r"":1500368}]",2000418722,Moenes,El Ayeb,Moenes El Ayeb,107073,Avenir Sportif de Gabès,107073,Avenir Sportif de Gabès,,,,1248894,Tunisia,,,,,,,,,,,,,,,,,,,,20,70,-55,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1500369,""r"":1500369},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5602043,""r"":1500369},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1247368,""r"":1500369},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1249559,""r"":1500369}]",2000418723,Mohamed Yassine,Ben Amira,Mohamed Yassine Ben Amira,107073,Avenir Sportif de Gabès,107073,Avenir Sportif de Gabès,,,2008-08-31,1248894,Tunisia,,,,,,,,,,,,,,,,,,,,20,62,-55,,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1500374,""r"":1500374},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5602061,""r"":1500374},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1247373,""r"":1500374},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1249564,""r"":1500374}]",2000418728,Chakib,Jemli,Chakib Jemli,107073,Avenir Sportif de Gabès,107073,Avenir Sportif de Gabès,,,,1248894,Tunisia,1248672,Algeria,,,,,,,,,,,,12,,,15,20,12,,70,-55,,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1500378,""r"":1500378},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5602072,""r"":1500378},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1247377,""r"":1500378},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1249568,""r"":1500378}]",2000418732,Adel,Kethiri,Adel Kethiri,107073,Avenir Sportif de Gabès,107073,Avenir Sportif de Gabès,,,,1248894,Tunisia,,,,,,,,,,,,,11,20,,,,17,,,70,-5,,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1500379,""r"":1500379},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5602104,""r"":1500379},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1247378,""r"":1500379},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1249569,""r"":1500379}]",2000418733,Mazen,Ben Dhaou,Mazen Ben Dhaou,107073,Avenir Sportif de Gabès,107073,Avenir Sportif de Gabès,,,2008-08-31,1248894,Tunisia,,,,,,,,,,,,,,,11,12,15,,20,,62,-55,20,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1500381,""r"":1500381},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5602090,""r"":1500381},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1247380,""r"":1500381},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1249571,""r"":1500381}]",2000418735,Saif,Yazidi,Saif Yazidi,107073,Avenir Sportif de Gabès,107073,Avenir Sportif de Gabès,,,2008-08-31,1248894,Tunisia,,,,,,,,,,,,,,17,,,,20,,,66,-6,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1500384,""r"":1500384},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5602103,""r"":1500384},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1247383,""r"":1500384},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1249574,""r"":1500384}]",2000418738,Ahmed,Ben Nasr,Ahmed Ben Nasr,107073,Avenir Sportif de Gabès,107073,Avenir Sportif de Gabès,,,,1248894,Tunisia,,,,,,,,,,,,,,,,,,,,20,70,-5,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1524908,""r"":1524908},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5712561,""r"":1524908},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1937376,""r"":1524908},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1271776,""r"":1524908}]",2000443082,Oussama,Letifi,Oussama Letifi,107073,Avenir Sportif de Gabès,107073,Avenir Sportif de Gabès,,,,1248894,Tunisia,,,,,,,,,,,,,,15,12,7,17,20,15,,66,-55,11,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":396329,""r"":396329},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5232638,""r"":396329},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":235011,""r"":396329},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":235011,""r"":396329}]",12018793,Amir,Omrani,Amir Omrani,107158,El Gawafel Sportives de Gafsa,107158,El Gawafel Sportives de Gafsa,,,1989-02-08,1248894,Tunisia,,,,,39845,Tunis,,,,,,,,,,,12,20,12,18,92,105,8,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":396331,""r"":396331},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5555005,""r"":396331},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":235013,""r"":396331},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":235013,""r"":396331}]",12018805,Rami,Jridi,Rami Jridi,107158,El Gawafel Sportives de Gafsa,107158,El Gawafel Sportives de Gafsa,,,1985-04-25,1248894,Tunisia,,,,,39845,Tunis,20,,,,,,,,,,,,,,85,120,4,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":396917,""r"":396917},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5091255,""r"":396917},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":235631,""r"":396917},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":235631,""r"":396917}]",12025915,Hachem,Abbès,Hachem Abbès,107158,El Gawafel Sportives de Gafsa,107158,El Gawafel Sportives de Gafsa,,,1986-12-01,1248894,Tunisia,,,,,39979,Sfax,,12,20,,,,10,,,,,,,,80,105,20,5,,33
"[{""a"":""Person"",""m"":""Person"",""k"":398525,""r"":398525},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5251702,""r"":398525},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":237198,""r"":398525},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":237198,""r"":398525}]",12060126,Haythem,Mhamedi,Haythem Mhamedi,107158,El Gawafel Sportives de Gafsa,107158,El Gawafel Sportives de Gafsa,,,1989-02-07,1248894,Tunisia,,,,,39845,Tunis,,,,,,,10,20,,10,,14,15,,87,95,4,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":984076,""r"":984076},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5555003,""r"":984076},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":251602,""r"":984076},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":251602,""r"":984076}]",13219315,Seddik,Mejri,Seddik Mejri,107158,El Gawafel Sportives de Gafsa,107158,El Gawafel Sportives de Gafsa,,,1994-05-31,1248894,Tunisia,,,,,,,,,20,,,,,,,,,,,,90,95,5,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1106800,""r"":1106800},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5500266,""r"":1106800},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":901446,""r"":1106800},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":901454,""r"":1106800}]",2000030394,Anas,Barbati,Anas Barbati,107158,El Gawafel Sportives de Gafsa,107158,El Gawafel Sportives de Gafsa,,,1999-09-04,1248894,Tunisia,,,,,,,,,20,,,,16,12,,,,,,,90,100,6,20,,6
"[{""a"":""Person"",""m"":""Person"",""k"":1172605,""r"":1172605},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":958027,""r"":1172605},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":958024,""r"":1172605},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":958033,""r"":1172605}]",2000094956,Nassim,Khedher,Nassim Khedher,107158,El Gawafel Sportives de Gafsa,107158,El Gawafel Sportives de Gafsa,,,2002-01-22,1248894,Tunisia,,,,,,,,,20,,,,,,,,,,,,84,105,4,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1174116,""r"":1174116},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5513057,""r"":1174116},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":959144,""r"":1174116},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":959153,""r"":1174116}]",2000096323,Ali,Frioui,Ali Frioui,107158,El Gawafel Sportives de Gafsa,107158,El Gawafel Sportives de Gafsa,,,1993-04-22,1248894,Tunisia,,,,,39980,Kairouan,20,,,,,,,,,,,,,,80,85,2,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1179285,""r"":1179285},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5556495,""r"":1179285},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":963678,""r"":1179285},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":963687,""r"":1179285}]",2000101465,Mahmoud,Messai,Mahmoud Messai,107158,El Gawafel Sportives de Gafsa,107158,El Gawafel Sportives de Gafsa,,,1993-03-16,1248894,Tunisia,,,,,,,,,12,,,,18,17,,,,,,,89,95,5,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1181853,""r"":1181853},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5465057,""r"":1181853},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":966002,""r"":1181853},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":966011,""r"":1181853}]",2000104016,Hassine,Ben Chaieb,Hassine Ben Chaieb,107158,El Gawafel Sportives de Gafsa,107158,El Gawafel Sportives de Gafsa,,,1995-04-26,1248894,Tunisia,,,,,,,,,,,,,15,20,,,,12,,,90,100,,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1181871,""r"":1181871},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5507283,""r"":1181871},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":966020,""r"":1181871},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":966029,""r"":1181871}]",2000104034,Oussema,Jebali,Oussema Jebali,107158,El Gawafel Sportives de Gafsa,107158,El Gawafel Sportives de Gafsa,,,2001-09-27,1248894,Tunisia,,,,,,,,20,16,,15,,,,,,,,,,88,100,20,8,,
"[{""a"":""Person"",""m"":""Person"",""k"":1191631,""r"":1191631},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5472626,""r"":1191631},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":974701,""r"":1191631},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":974710,""r"":1191631}]",2000113764,Skander,Ben Afia,Skander Ben Afia,107158,El Gawafel Sportives de Gafsa,107158,El Gawafel Sportives de Gafsa,,,1988-02-11,1248894,Tunisia,,,,,,,,,20,,,,,,,,,,,,79,85,,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1203858,""r"":1203858},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":984668,""r"":1203858},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":984665,""r"":1203858},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":984674,""r"":1203858}]",2000124801,Azer,Chokri,Azer Chokri,107158,El Gawafel Sportives de Gafsa,107158,El Gawafel Sportives de Gafsa,,,1999-06-27,1248894,Tunisia,,,,,,,,,15,20,,12,12,10,,,,,,,85,90,5,20,,5
"[{""a"":""Person"",""m"":""Person"",""k"":1203877,""r"":1203877},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":984686,""r"":1203877},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":984683,""r"":1203877},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":984692,""r"":1203877}]",2000124820,Ahmed,Horchani,Ahmed Horchani,107158,El Gawafel Sportives de Gafsa,107158,El Gawafel Sportives de Gafsa,,,2001-09-05,1248894,Tunisia,,,,,,,,,,20,,15,,,,11,,,,,95,110,7,20,,19
"[{""a"":""Person"",""m"":""Person"",""k"":1203927,""r"":1203927},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":984727,""r"":1203927},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":984724,""r"":1203927},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":984733,""r"":1203927}]",2000124870,Saleh,Messaï,Saleh Messaï,107158,El Gawafel Sportives de Gafsa,107158,El Gawafel Sportives de Gafsa,,,,1248894,Tunisia,,,,,53259,Gafsa,,,,,,,,,,,12,,,20,70,-55,20,5,,
"[{""a"":""Person"",""m"":""Person"",""k"":1207643,""r"":1207643},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5253873,""r"":1207643},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":987980,""r"":1207643},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":987989,""r"":1207643}]",2000128573,Hazem,Mbarek,Hazem Mbarek,107158,El Gawafel Sportives de Gafsa,107158,El Gawafel Sportives de Gafsa,,,1992-12-22,1248894,Tunisia,,,,,,,,,,,,,,12,15,18,17,12,20,8,87,90,20,6,,
"[{""a"":""Person"",""m"":""Person"",""k"":1211732,""r"":1211732},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5232685,""r"":1211732},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":991468,""r"":1211732},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":991477,""r"":1211732}]",2000132628,Anouar,Jouini,Anouar Jouini,107158,El Gawafel Sportives de Gafsa,107158,El Gawafel Sportives de Gafsa,,,1997-08-25,1248894,Tunisia,,,,,,,,,,,,,,13,14,8,20,18,12,8,95,105,9,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1214335,""r"":1214335},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5190320,""r"":1214335},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":993571,""r"":1214335},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":993580,""r"":1214335}]",2000135231,Haythem,Mbarek,Haythem Mbarek,107158,El Gawafel Sportives de Gafsa,107158,El Gawafel Sportives de Gafsa,,,1991-04-26,1248894,Tunisia,,,,,,,,,,,,,,12,12,11,20,10,16,,87,90,5,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1333350,""r"":1333350},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5464995,""r"":1333350},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1103434,""r"":1333350},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1102442,""r"":1333350}]",2000253356,Makram,Aloui,Makram Aloui,107158,El Gawafel Sportives de Gafsa,107158,El Gawafel Sportives de Gafsa,,,2000-01-03,1248894,Tunisia,,,,,,,,,,,,,,,,,,,18,20,80,90,6,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1360362,""r"":1360362},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":1124675,""r"":1360362},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1125674,""r"":1360362},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1124683,""r"":1360362}]",2000279522,Adem,Chabbi,Adem Chabbi,93537,Club Africain,107158,El Gawafel Sportives de Gafsa,107158,El Gawafel Sportives de Gafsa,2001-06-29,1248894,Tunisia,,,,,,,,20,18,,12,,,,,,,,,,88,100,20,5,,
"[{""a"":""Person"",""m"":""Person"",""k"":1360362,""r"":1360362},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":1265561,""r"":1360362},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1125674,""r"":1360362},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1124683,""r"":1360362}]",2000279522,Adem,Chabbi,Adem Chabbi,93537,Club Africain,107158,El Gawafel Sportives de Gafsa,107158,El Gawafel Sportives de Gafsa,2001-06-29,1248894,Tunisia,,,,,,,,20,18,,12,,,,,,,,,,88,100,20,5,,
"[{""a"":""Person"",""m"":""Person"",""k"":1410703,""r"":1410703},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5232567,""r"":1410703},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1170218,""r"":1410703},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1169242,""r"":1410703}]",2000329556,Hassan,Yahia,Hassan Yahia,107158,El Gawafel Sportives de Gafsa,107158,El Gawafel Sportives de Gafsa,,,,1248894,Tunisia,,,,,,,,,,,,,,20,,,,,,,75,-55,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1410704,""r"":1410704},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5232568,""r"":1410704},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1170219,""r"":1410704},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1169243,""r"":1410704}]",2000329557,Raed,Ben Rabha,Raed Ben Rabha,107158,El Gawafel Sportives de Gafsa,107158,El Gawafel Sportives de Gafsa,,,2003-03-01,1248894,Tunisia,,,,,,,20,,,,,,,,,,,,,,80,120,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1411247,""r"":1411247},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5236118,""r"":1411247},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1170714,""r"":1411247},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1169738,""r"":1411247}]",2000330100,Nour,Rahmouni,Nour Rahmouni,93537,Club Africain,107158,El Gawafel Sportives de Gafsa,107158,El Gawafel Sportives de Gafsa,,1248894,Tunisia,,,,,,,,,,,,,20,16,,,,8,,,80,115,,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1411247,""r"":1411247},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5556608,""r"":1411247},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1170714,""r"":1411247},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1169738,""r"":1411247}]",2000330100,Nour,Rahmouni,Nour Rahmouni,93537,Club Africain,107158,El Gawafel Sportives de Gafsa,107158,El Gawafel Sportives de Gafsa,,1248894,Tunisia,,,,,,,,,,,,,20,16,,,,8,,,80,115,,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1414101,""r"":1414101},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5247816,""r"":1414101},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1173531,""r"":1414101},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1172555,""r"":1414101}]",2000332924,Mohamed,Yousfi,Mohamed Yousfi,107158,El Gawafel Sportives de Gafsa,107158,El Gawafel Sportives de Gafsa,,,2002-10-14,1248894,Tunisia,,,,,,,,,,,,,,16,,,10,20,10,12,78,95,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1414134,""r"":1414134},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5446493,""r"":1414134},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1173563,""r"":1414134},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1172587,""r"":1414134}]",2000332957,Mohamed Aziz,Yaakoubi,Mohamed Aziz Yaakoubi,107158,El Gawafel Sportives de Gafsa,107158,El Gawafel Sportives de Gafsa,,,2001-04-11,1248894,Tunisia,,,,,,,,,,,,,,,16,10,20,,13,11,85,105,6,20,,
